SampleID,Site,FieldType,Factor,Latitude,Env
1156,SPRU1,Upland,TK,43.26,1.7
1157,SPRU2,Upland,TK,43.26,2.16
1158,SPRU3,Upland,TK,43.25,2.13
1159,DHRU1,Upland,TK,44.55,2.03
1160,DHRU2,Upland,TK,44.55,1.78
1161,DHRU3,Upland,TK,44.55,1.89
1162,HLRU1,Upland,TK,47.46,1.95
1163,HLRU2,Upland,TK,47.46,1.73
1164,HLRU3,Upland,TK,47.46,1.67
1165,HEBRU1,Upland,TK,45.83,2.7
1166,HEBRU2,Upland,TK,45.83,1.95
1167,HEBRU3,Upland,TK,45.83,1.95
1168,NJRU1,Upland,TK,49.13,2.28
1169,NJRU2,Upland,TK,49.14,2.06
1170,NJRU3,Upland,TK,49.14,1.99
1171,HMRU1,Upland,TK,51.72,2.26
1172,HMRU2,Upland,TK,51.72,1.91
1173,HMRU3,Upland,TK,51.72,2.4
1174,MHRU1,Upland,TK,53.49,2.88
1175,MHRU2,Upland,TK,53.49,2.15
1176,MHRU3,Upland,TK,53.49,2.7
1177,SYRP1,Paddy,TK,18.34,2.58
1178,SYRP2,Paddy,TK,18.34,1.93
1179,SYRP3,Paddy,TK,18.34,2.33
1180,HKRP1,Paddy,TK,19.81,1.49
1181,HKRP2,Paddy,TK,19.8,0.92
1182,HKRP3,Paddy,TK,19.82,0.6
1183,SXRP1,Paddy,TK,21.4,0.38
1184,SXRP2,Paddy,TK,21.4,0.48
1185,SXRP3,Paddy,TK,21.43,0.61
1186,YLRP1,Paddy,TK,22.57,1.07
1187,YLRP2,Paddy,TK,22.57,0.89
1188,YLRP3,Paddy,TK,22.56,0.9
1189,WZRP1,Paddy,TK,23.55,0.91
1190,WZRP2,Paddy,TK,23.55,2.52
1191,WZRP3,Paddy,TK,23.55,2.68
1192,JHRP1,Paddy,TK,25.21,2.7
1193,JHRP2,Paddy,TK,25.21,3.11
1194,JHRP3,Paddy,TK,25.21,2.1
1195,QYRP1,Paddy,TK,26.76,2.67
1196,QYRP2,Paddy,TK,26.76,2.8
1197,QYRP3,Paddy,TK,26.76,2.31
1198,LDRP1,Paddy,TK,27.63,1.99
1199,LDRP2,Paddy,TK,27.63,2.06
1200,LDRP3,Paddy,TK,27.62,2.03
1201,YiYangRP1,Paddy,TK,28.6,3.76
1202,YiYangRP2,Paddy,TK,28.44,5.56
1203,YiYangRP3,Paddy,TK,28.6,4.35
1204,HRRP1,Paddy,TK,29.51,3.69
1205,HRRP2,Paddy,TK,29.51,1.84
1206,HRRP3,Paddy,TK,29.51,3.88
1207,QJRP1,Paddy,TK,30.43,3.06
1208,QJRP2,Paddy,TK,30.39,4.47
1209,QJRP3,Paddy,TK,30.4,5.65
1210,XGRP1,Paddy,TK,30.94,5.08
1211,XGRP2,Paddy,TK,30.94,4.34
1212,XGRP3,Paddy,TK,30.94,1.64
1213,XYRP1,Paddy,TK,32.2,1.83
1214,XYRP2,Paddy,TK,32.2,1.9
1215,XYRP3,Paddy,TK,32.2,1.96
1216,YYRP1,Paddy,TK,35.02,5.13
1217,YYRP2,Paddy,TK,35.02,1.84
1218,YYRP3,Paddy,TK,35.02,4.01
1219,HDRP1,Paddy,TK,36.44,3.55
1220,HDRP2,Paddy,TK,36.45,3.1
1221,HDRP3,Paddy,TK,36.45,2.71
1222,QHDRP1,Paddy,TK,39.82,3.52
1223,QHDRP2,Paddy,TK,39.82,2.29
1224,QHDRP3,Paddy,TK,39.81,6.58
1225,PJRP1,Paddy,TK,41.24,6.17
1226,PJRP2,Paddy,TK,41.24,2.89
1227,PJRP3,Paddy,TK,41.24,2.66
1228,SYSRP1,Paddy,TK,42.02,2.38
1229,SYSRP2,Paddy,TK,42.01,2.17
1230,SYSRP3,Paddy,TK,42.01,2.22
1231,SPRP1,Paddy,TK,43.25,3.99
1232,SPRP2,Paddy,TK,43.26,6.15
1233,SPRP3,Paddy,TK,43.26,2.28
1234,DHRP1,Paddy,TK,44.56,4.89
1235,DHRP2,Paddy,TK,44.55,3.13
1236,DHRP3,Paddy,TK,44.55,3.3
1237,HLRP1,Paddy,TK,47.46,2.86
1238,HLRP2,Paddy,TK,47.46,1.61
1239,HLRP3,Paddy,TK,47.46,1.54
1240,HEBRP1,Paddy,TK,45.83,1.56
1241,HEBRP2,Paddy,TK,45.83,1.77
1242,HEBRP3,Paddy,TK,45.82,1.72
1243,NJRP1,Paddy,TK,49.14,2.12
1244,NJRP2,Paddy,TK,49.14,1.57
1245,NJRP3,Paddy,TK,49.14,1.63
1246,HMRP1,Paddy,TK,51.74,1.7
1247,HMRP2,Paddy,TK,51.74,2.19
1248,HMRP3,Paddy,TK,51.74,1.84
1249,SYRU1,Upland,NH_N,18.34,5.33
1250,SYRU2,Upland,NH_N,18.34,3.73
1251,SYRU3,Upland,NH_N,18.34,2.46
1252,HKRU1,Upland,NH_N,19.76,2.83
1253,HKRU2,Upland,NH_N,19.76,1.94
1254,HKRU3,Upland,NH_N,19.76,6.8
1255,SXRU1,Upland,NH_N,21.4,6.26
1256,SXRU2,Upland,NH_N,21.4,7.43
1257,SXRU3,Upland,NH_N,21.43,5.86
1258,YLRU1,Upland,NH_N,22.57,0.71
1259,YLRU2,Upland,NH_N,22.57,0.06
1260,YLRU3,Upland,NH_N,22.56,2.73
1261,WZRU1,Upland,NH_N,23.55,0.28
1262,WZRU2,Upland,NH_N,23.55,1.47
1263,WZRU3,Upland,NH_N,23.56,0.2
1264,JHRU1,Upland,NH_N,25.21,-0.22
1265,JHRU2,Upland,NH_N,25.21,3.31
1266,JHRU3,Upland,NH_N,25.21,0.74
1267,QYRU1,Upland,NH_N,26.76,0.22
1268,QYRU2,Upland,NH_N,26.76,0.17
1269,QYRU3,Upland,NH_N,26.77,-0.03
1270,LDRU1,Upland,NH_N,27.64,-0.06
1271,LDRU2,Upland,NH_N,27.64,0.23
1272,LDRU3,Upland,NH_N,27.62,-0.13
1273,YiYangRU1,Upland,NH_N,28.58,-0.01
1274,YiYangRU2,Upland,NH_N,28.58,0.76
1275,YiYangRU3,Upland,NH_N,28.58,4.83
1276,HRRU1,Upland,NH_N,29.51,0.02
1277,HRRU2,Upland,NH_N,29.51,-0.03
1278,HRRU3,Upland,NH_N,29.51,-0.11
1279,QJRU1,Upland,NH_N,30.46,0.09
1280,QJRU2,Upland,NH_N,30.46,0.22
1281,QJRU3,Upland,NH_N,30.46,-0.08
1282,XGRU1,Upland,NH_N,30.94,-0.05
1283,XGRU2,Upland,NH_N,30.94,0.33
1284,XGRU3,Upland,NH_N,30.94,0.17
1285,XYRU1,Upland,NH_N,32.2,0.67
1286,XYRU2,Upland,NH_N,32.2,47.18
1287,XYRU3,Upland,NH_N,32.2,0.38
1288,LHRU1,Upland,NH_N,33.52,0.09
1289,LHRU2,Upland,NH_N,33.52,17.31
1290,LHRU3,Upland,NH_N,33.52,0.07
1291,YYRU1,Upland,NH_N,35.01,-0.04
1292,YYRU2,Upland,NH_N,35,0.31
1293,YYRU3,Upland,NH_N,35.02,0
1294,HDRU1,Upland,NH_N,36.43,-0.12
1295,HDRU2,Upland,NH_N,36.44,0
1296,HDRU3,Upland,NH_N,36.44,-0.2
1297,XJRU1,Upland,NH_N,37.88,-0.15
1298,XJRU2,Upland,NH_N,37.88,-0.13
1299,XJRU3,Upland,NH_N,37.88,-0.18
1300,BZRU1,Upland,NH_N,39.15,-0.08
1301,BZRU2,Upland,NH_N,39.15,-0.11
1302,BZRU3,Upland,NH_N,39.14,-0.14
1303,QHDRU1,Upland,NH_N,39.82,0.12
1304,QHDRU2,Upland,NH_N,39.83,0.24
1305,QHDRU3,Upland,NH_N,39.81,0.47
1306,PJRU1,Upland,NH_N,41.24,0.15
1307,PJRU2,Upland,NH_N,41.24,0.32
1308,PJRU3,Upland,NH_N,41.24,0.16
1310,SYSRU2,Upland,NH_N,42,1.79
1311,SYSRU3,Upland,NH_N,42,5.33
1312,SPRU1,Upland,NH_N,43.26,0.28
1313,SPRU2,Upland,NH_N,43.26,0.02
1314,SPRU3,Upland,NH_N,43.25,-0.1
1315,DHRU1,Upland,NH_N,44.55,0.26
1316,DHRU2,Upland,NH_N,44.55,1.91
1317,DHRU3,Upland,NH_N,44.55,0.53
1318,HLRU1,Upland,NH_N,47.46,0.04
1319,HLRU2,Upland,NH_N,47.46,0.13
1320,HLRU3,Upland,NH_N,47.46,0.17
1321,HEBRU1,Upland,NH_N,45.83,0.14
1322,HEBRU2,Upland,NH_N,45.83,0.1
1323,HEBRU3,Upland,NH_N,45.83,0.1
1324,NJRU1,Upland,NH_N,49.13,0.09
1325,NJRU2,Upland,NH_N,49.14,0.3
1326,NJRU3,Upland,NH_N,49.14,0.17
1327,HMRU1,Upland,NH_N,51.72,0.3
1328,HMRU2,Upland,NH_N,51.72,0.13
1329,HMRU3,Upland,NH_N,51.72,0.07
1330,MHRU1,Upland,NH_N,53.49,-0.11
1331,MHRU2,Upland,NH_N,53.49,-0.11
1332,MHRU3,Upland,NH_N,53.49,0.08
1333,SYRP1,Paddy,NH_N,18.34,10.02
1334,SYRP2,Paddy,NH_N,18.34,9.66
1335,SYRP3,Paddy,NH_N,18.34,41.68
1336,HKRP1,Paddy,NH_N,19.81,1.49
1337,HKRP2,Paddy,NH_N,19.8,1.84
1338,HKRP3,Paddy,NH_N,19.82,0.79
1339,SXRP1,Paddy,NH_N,21.4,5.94
1340,SXRP2,Paddy,NH_N,21.4,5.25
1341,SXRP3,Paddy,NH_N,21.43,3.17
1342,YLRP1,Paddy,NH_N,22.57,12.87
1343,YLRP2,Paddy,NH_N,22.57,4.06
1344,YLRP3,Paddy,NH_N,22.56,7.31
1345,WZRP1,Paddy,NH_N,23.55,7.38
1346,WZRP2,Paddy,NH_N,23.55,10.5
1347,WZRP3,Paddy,NH_N,23.55,6.5
1348,JHRP1,Paddy,NH_N,25.21,2.66
1349,JHRP2,Paddy,NH_N,25.21,0.23
1350,JHRP3,Paddy,NH_N,25.21,12.57
1351,QYRP1,Paddy,NH_N,26.76,2.28
1352,QYRP2,Paddy,NH_N,26.76,6.01
1353,QYRP3,Paddy,NH_N,26.76,4.6
1354,LDRP1,Paddy,NH_N,27.63,9.62
1355,LDRP2,Paddy,NH_N,27.63,7.32
1356,LDRP3,Paddy,NH_N,27.62,8.42
1357,YiYangRP1,Paddy,NH_N,28.6,23.45
1358,YiYangRP2,Paddy,NH_N,28.44,19.1
1359,YiYangRP3,Paddy,NH_N,28.6,9.83
1360,HRRP1,Paddy,NH_N,29.51,0.05
1361,HRRP2,Paddy,NH_N,29.51,2.51
1362,HRRP3,Paddy,NH_N,29.51,2.3
1363,QJRP1,Paddy,NH_N,30.43,0.18
1364,QJRP2,Paddy,NH_N,30.39,0.03
1365,QJRP3,Paddy,NH_N,30.4,0.08
1366,XGRP1,Paddy,NH_N,30.94,1.45
1367,XGRP2,Paddy,NH_N,30.94,6.14
1368,XGRP3,Paddy,NH_N,30.94,0.44
1369,XYRP1,Paddy,NH_N,32.2,0.38
1370,XYRP2,Paddy,NH_N,32.2,12.89
1371,XYRP3,Paddy,NH_N,32.2,1.11
1372,YYRP1,Paddy,NH_N,35.02,0.59
1373,YYRP2,Paddy,NH_N,35.02,0.16
1374,YYRP3,Paddy,NH_N,35.02,0.12
1375,HDRP1,Paddy,NH_N,36.44,-0.14
1376,HDRP2,Paddy,NH_N,36.45,-0.03
1377,HDRP3,Paddy,NH_N,36.45,-0.04
1378,QHDRP1,Paddy,NH_N,39.82,0.46
1379,QHDRP2,Paddy,NH_N,39.82,0.47
1380,QHDRP3,Paddy,NH_N,39.81,1.51
1381,PJRP1,Paddy,NH_N,41.24,0.95
1382,PJRP2,Paddy,NH_N,41.24,1.72
1383,PJRP3,Paddy,NH_N,41.24,1.03
1384,SYSRP1,Paddy,NH_N,42.02,0.69
1385,SYSRP2,Paddy,NH_N,42.01,2.5
1386,SYSRP3,Paddy,NH_N,42.01,0.66
1387,SPRP1,Paddy,NH_N,43.25,0.29
1388,SPRP2,Paddy,NH_N,43.26,0.07
1389,SPRP3,Paddy,NH_N,43.26,0.16
1390,DHRP1,Paddy,NH_N,44.56,1.2
1391,DHRP2,Paddy,NH_N,44.55,1.07
1392,DHRP3,Paddy,NH_N,44.55,1.72
1393,HLRP1,Paddy,NH_N,47.46,1.37
1394,HLRP2,Paddy,NH_N,47.46,0.62
1395,HLRP3,Paddy,NH_N,47.46,1.24
1396,HEBRP1,Paddy,NH_N,45.83,1.02
1397,HEBRP2,Paddy,NH_N,45.83,2.03
1398,HEBRP3,Paddy,NH_N,45.82,0.44
1399,NJRP1,Paddy,NH_N,49.14,0.04
1400,NJRP2,Paddy,NH_N,49.14,0.26
1401,NJRP3,Paddy,NH_N,49.14,0.05
1402,HMRP1,Paddy,NH_N,51.74,0.94
1403,HMRP2,Paddy,NH_N,51.74,0.74
1404,HMRP3,Paddy,NH_N,51.74,1.28
1405,SYRU1,Upland,NO_N,18.34,6.06
1406,SYRU2,Upland,NO_N,18.34,66.22
1407,SYRU3,Upland,NO_N,18.34,22.52
1408,HKRU1,Upland,NO_N,19.76,14.54
1409,HKRU2,Upland,NO_N,19.76,6.23
1410,HKRU3,Upland,NO_N,19.76,23.69
1411,SXRU1,Upland,NO_N,21.4,22.98
1412,SXRU2,Upland,NO_N,21.4,26.83
1413,SXRU3,Upland,NO_N,21.43,0.86
1414,YLRU1,Upland,NO_N,22.57,13.69
1415,YLRU2,Upland,NO_N,22.57,13.9
1416,YLRU3,Upland,NO_N,22.56,24.71
1417,WZRU1,Upland,NO_N,23.55,6.97
1418,WZRU2,Upland,NO_N,23.55,11.03
1419,WZRU3,Upland,NO_N,23.56,0.72
1420,JHRU1,Upland,NO_N,25.21,15.52
1421,JHRU2,Upland,NO_N,25.21,0.45
1422,JHRU3,Upland,NO_N,25.21,2.8
1423,QYRU1,Upland,NO_N,26.76,27.4
1424,QYRU2,Upland,NO_N,26.76,10.71
1425,QYRU3,Upland,NO_N,26.77,4.46
1426,LDRU1,Upland,NO_N,27.64,6.93
1427,LDRU2,Upland,NO_N,27.64,7.6
1428,LDRU3,Upland,NO_N,27.62,1.63
1429,YiYangRU1,Upland,NO_N,28.58,16.1
1430,YiYangRU2,Upland,NO_N,28.58,5.66
1431,YiYangRU3,Upland,NO_N,28.58,8.77
1432,HRRU1,Upland,NO_N,29.51,0.83
1433,HRRU2,Upland,NO_N,29.51,3.11
1434,HRRU3,Upland,NO_N,29.51,5.07
1435,QJRU1,Upland,NO_N,30.46,7.43
1436,QJRU2,Upland,NO_N,30.46,9.66
1437,QJRU3,Upland,NO_N,30.46,3.57
1438,XGRU1,Upland,NO_N,30.94,2.55
1439,XGRU2,Upland,NO_N,30.94,13.78
1440,XGRU3,Upland,NO_N,30.94,5.58
1441,XYRU1,Upland,NO_N,32.2,14.92
1442,XYRU2,Upland,NO_N,32.2,70.6
1443,XYRU3,Upland,NO_N,32.2,6.55
1444,LHRU1,Upland,NO_N,33.52,17.45
1445,LHRU2,Upland,NO_N,33.52,30.14
1446,LHRU3,Upland,NO_N,33.52,5.91
1447,YYRU1,Upland,NO_N,35.01,3.83
1448,YYRU2,Upland,NO_N,35,5.88
1449,YYRU3,Upland,NO_N,35.02,2.4
1450,HDRU1,Upland,NO_N,36.43,5.01
1451,HDRU2,Upland,NO_N,36.44,7.16
1452,HDRU3,Upland,NO_N,36.44,9.85
1453,XJRU1,Upland,NO_N,37.88,40.09
1454,XJRU2,Upland,NO_N,37.88,20.15
1455,XJRU3,Upland,NO_N,37.88,10.91
1456,BZRU1,Upland,NO_N,39.15,27.04
1457,BZRU2,Upland,NO_N,39.15,8.07
1458,BZRU3,Upland,NO_N,39.14,7.81
1459,QHDRU1,Upland,NO_N,39.82,6.61
1460,QHDRU2,Upland,NO_N,39.83,10.05
1461,QHDRU3,Upland,NO_N,39.81,9.56
1462,PJRU1,Upland,NO_N,41.24,22.45
1463,PJRU2,Upland,NO_N,41.24,62.18
1464,PJRU3,Upland,NO_N,41.24,6.58
1465,SYSRU1,Upland,NO_N,42,45.28
1466,SYSRU2,Upland,NO_N,42,12.97
1467,SYSRU3,Upland,NO_N,42,6.6
1468,SPRU1,Upland,NO_N,43.26,53.4
1469,SPRU2,Upland,NO_N,43.26,10.26
1470,SPRU3,Upland,NO_N,43.25,15.34
1471,DHRU1,Upland,NO_N,44.55,5.68
1472,DHRU2,Upland,NO_N,44.55,65.73
1473,DHRU3,Upland,NO_N,44.55,12.64
1474,HLRU1,Upland,NO_N,47.46,11.66
1475,HLRU2,Upland,NO_N,47.46,11.89
1476,HLRU3,Upland,NO_N,47.46,3.81
1477,HEBRU1,Upland,NO_N,45.83,9.17
1478,HEBRU2,Upland,NO_N,45.83,14.33
1479,HEBRU3,Upland,NO_N,45.83,17.25
1480,NJRU1,Upland,NO_N,49.13,17.86
1481,NJRU2,Upland,NO_N,49.14,20.22
1482,NJRU3,Upland,NO_N,49.14,34.8
1483,HMRU1,Upland,NO_N,51.72,24.73
1484,HMRU2,Upland,NO_N,51.72,15.3
1485,HMRU3,Upland,NO_N,51.72,9.65
1486,MHRU1,Upland,NO_N,53.49,2.48
1487,MHRU2,Upland,NO_N,53.49,8.98
1488,MHRU3,Upland,NO_N,53.49,17.15
1489,SYRP1,Paddy,NO_N,18.34,0.64
1490,SYRP2,Paddy,NO_N,18.34,1.11
1491,SYRP3,Paddy,NO_N,18.34,1.67
1492,HKRP1,Paddy,NO_N,19.81,9.74
1493,HKRP2,Paddy,NO_N,19.8,6
1494,HKRP3,Paddy,NO_N,19.82,25.2
1495,SXRP1,Paddy,NO_N,21.4,3.6
1496,SXRP2,Paddy,NO_N,21.4,0.6
1497,SXRP3,Paddy,NO_N,21.43,9.39
1498,YLRP1,Paddy,NO_N,22.57,55.54
1499,YLRP2,Paddy,NO_N,22.57,10.47
1500,YLRP3,Paddy,NO_N,22.56,16.84
1501,WZRP1,Paddy,NO_N,23.55,12.61
1502,WZRP2,Paddy,NO_N,23.55,13.25
1503,WZRP3,Paddy,NO_N,23.55,9.44
1504,JHRP1,Paddy,NO_N,25.21,22.61
1505,JHRP2,Paddy,NO_N,25.21,31.06
1506,JHRP3,Paddy,NO_N,25.21,12.47
1507,QYRP1,Paddy,NO_N,26.76,10.1
1508,QYRP2,Paddy,NO_N,26.76,15.18
1509,QYRP3,Paddy,NO_N,26.76,38.96
1510,LDRP1,Paddy,NO_N,27.63,19.81
1511,LDRP2,Paddy,NO_N,27.63,40.66
1512,LDRP3,Paddy,NO_N,27.62,47.38
1513,YiYangRP1,Paddy,NO_N,28.6,7.76
1514,YiYangRP2,Paddy,NO_N,28.44,26.29
1515,YiYangRP3,Paddy,NO_N,28.6,6.89
1516,HRRP1,Paddy,NO_N,29.51,30.43
1517,HRRP2,Paddy,NO_N,29.51,44.69
1518,HRRP3,Paddy,NO_N,29.51,26.71
1519,QJRP1,Paddy,NO_N,30.43,42.1
1520,QJRP2,Paddy,NO_N,30.39,10.6
1521,QJRP3,Paddy,NO_N,30.4,11.09
1522,XGRP1,Paddy,NO_N,30.94,6.03
1523,XGRP2,Paddy,NO_N,30.94,5.27
1524,XGRP3,Paddy,NO_N,30.94,9.05
1525,XYRP1,Paddy,NO_N,32.2,23.66
1526,XYRP2,Paddy,NO_N,32.2,15.41
1527,XYRP3,Paddy,NO_N,32.2,11.17
1528,YYRP1,Paddy,NO_N,35.02,40.82
1529,YYRP2,Paddy,NO_N,35.02,31.44
1530,YYRP3,Paddy,NO_N,35.02,13.52
1531,HDRP1,Paddy,NO_N,36.44,49.23
1532,HDRP2,Paddy,NO_N,36.45,44.29
1533,HDRP3,Paddy,NO_N,36.45,18.23
1534,QHDRP1,Paddy,NO_N,39.82,19.71
1535,QHDRP2,Paddy,NO_N,39.82,2.7
1536,QHDRP3,Paddy,NO_N,39.81,42.51
1537,PJRP1,Paddy,NO_N,41.24,3.02
1538,PJRP2,Paddy,NO_N,41.24,11.59
1539,PJRP3,Paddy,NO_N,41.24,2.31
1540,SYSRP1,Paddy,NO_N,42.02,9.1
1541,SYSRP2,Paddy,NO_N,42.01,18.47
1542,SYSRP3,Paddy,NO_N,42.01,7.94
1543,SPRP1,Paddy,NO_N,43.25,13.37
1544,SPRP2,Paddy,NO_N,43.26,19.94
1545,SPRP3,Paddy,NO_N,43.26,6.73
1546,DHRP1,Paddy,NO_N,44.56,1.33
1547,DHRP2,Paddy,NO_N,44.55,4.93
1548,DHRP3,Paddy,NO_N,44.55,3.95
1549,HLRP1,Paddy,NO_N,47.46,19.3
1550,HLRP2,Paddy,NO_N,47.46,14.63
1551,HLRP3,Paddy,NO_N,47.46,23.74
1552,HEBRP1,Paddy,NO_N,45.83,1.8
1553,HEBRP2,Paddy,NO_N,45.83,5.61
1554,HEBRP3,Paddy,NO_N,45.82,7.24
1555,NJRP1,Paddy,NO_N,49.14,18.7
1556,NJRP2,Paddy,NO_N,49.14,18.79
1557,NJRP3,Paddy,NO_N,49.14,19.69
1558,HMRP1,Paddy,NO_N,51.74,8.14
1559,HMRP2,Paddy,NO_N,51.74,4.92
1560,HMRP3,Paddy,NO_N,51.74,3.57
1561,SYRU1,Upland,TN,18.34,1.1
1562,SYRU2,Upland,TN,18.34,1
1563,SYRU3,Upland,TN,18.34,0.7
1564,HKRU1,Upland,TN,19.76,1.3
1565,HKRU2,Upland,TN,19.76,1.3
1566,HKRU3,Upland,TN,19.76,1.4
1567,SXRU1,Upland,TN,21.4,1.2
1568,SXRU2,Upland,TN,21.4,1.2
1569,SXRU3,Upland,TN,21.43,0.8
1570,YLRU1,Upland,TN,22.57,1.1
1571,YLRU2,Upland,TN,22.57,1
1572,YLRU3,Upland,TN,22.56,1.4
1573,WZRU1,Upland,TN,23.55,0.7
1574,WZRU2,Upland,TN,23.55,0.9
1575,WZRU3,Upland,TN,23.56,0.6
1576,JHRU1,Upland,TN,25.21,1.2
1577,JHRU2,Upland,TN,25.21,1.1
1578,JHRU3,Upland,TN,25.21,1.2
1579,QYRU1,Upland,TN,26.76,1
1580,QYRU2,Upland,TN,26.76,1.1
1581,QYRU3,Upland,TN,26.77,1.4
1582,LDRU1,Upland,TN,27.64,1
1583,LDRU2,Upland,TN,27.64,1.2
1584,LDRU3,Upland,TN,27.62,1.3
1585,YiYangRU1,Upland,TN,28.58,1.7
1586,YiYangRU2,Upland,TN,28.58,2
1587,YiYangRU3,Upland,TN,28.58,1.9
1588,HRRU1,Upland,TN,29.51,1
1589,HRRU2,Upland,TN,29.51,0.8
1590,HRRU3,Upland,TN,29.51,1
1591,QJRU1,Upland,TN,30.46,1
1592,QJRU2,Upland,TN,30.46,1
1593,QJRU3,Upland,TN,30.46,1
1594,XGRU1,Upland,TN,30.94,1.2
1595,XGRU2,Upland,TN,30.94,1.3
1596,XGRU3,Upland,TN,30.94,1.2
1597,XYRU1,Upland,TN,32.2,1.2
1598,XYRU2,Upland,TN,32.2,1.1
1599,XYRU3,Upland,TN,32.2,1.1
1600,LHRU1,Upland,TN,33.52,1.3
1601,LHRU2,Upland,TN,33.52,1.2
1602,LHRU3,Upland,TN,33.52,0.9
1603,YYRU1,Upland,TN,35.01,0.9
1604,YYRU2,Upland,TN,35,0.9
1605,YYRU3,Upland,TN,35.02,0.6
1606,HDRU1,Upland,TN,36.43,1.5
1607,HDRU2,Upland,TN,36.44,1.4
1608,HDRU3,Upland,TN,36.44,1.4
1609,XJRU1,Upland,TN,37.88,1.2
1610,XJRU2,Upland,TN,37.88,1.3
1611,XJRU3,Upland,TN,37.88,1.2
1612,BZRU1,Upland,TN,39.15,1
1613,BZRU2,Upland,TN,39.15,1
1614,BZRU3,Upland,TN,39.14,0.9
1615,QHDRU1,Upland,TN,39.82,0.7
1616,QHDRU2,Upland,TN,39.83,1
1617,QHDRU3,Upland,TN,39.81,0.7
1618,PJRU1,Upland,TN,41.24,0.9
1619,PJRU2,Upland,TN,41.24,0.5
1620,PJRU3,Upland,TN,41.24,0.5
1621,SYSRU1,Upland,TN,42,1.5
1622,SYSRU2,Upland,TN,42,1.1
1623,SYSRU3,Upland,TN,42,1.2
1624,SPRU1,Upland,TN,43.26,1.3
1625,SPRU2,Upland,TN,43.26,1.1
1626,SPRU3,Upland,TN,43.25,1.1
1627,DHRU1,Upland,TN,44.55,1.4
1628,DHRU2,Upland,TN,44.55,1.4
1629,DHRU3,Upland,TN,44.55,1.3
1630,HLRU1,Upland,TN,47.46,3.4
1631,HLRU2,Upland,TN,47.46,2.2
1632,HLRU3,Upland,TN,47.46,2.4
1633,HEBRU1,Upland,TN,45.83,1.6
1634,HEBRU2,Upland,TN,45.83,1.7
1635,HEBRU3,Upland,TN,45.83,1.6
1636,NJRU1,Upland,TN,49.13,2.8
1637,NJRU2,Upland,TN,49.14,2.9
1638,NJRU3,Upland,TN,49.14,2.7
1639,HMRU1,Upland,TN,51.72,1.7
1640,HMRU2,Upland,TN,51.72,1.9
1641,HMRU3,Upland,TN,51.72,1.8
1642,MHRU1,Upland,TN,53.49,1.3
1643,MHRU2,Upland,TN,53.49,2.1
1644,MHRU3,Upland,TN,53.49,0.9
1645,SYRP1,Paddy,TN,18.34,0.8
1646,SYRP2,Paddy,TN,18.34,1.2
1647,SYRP3,Paddy,TN,18.34,1
1648,HKRP1,Paddy,TN,19.81,2.4
1649,HKRP2,Paddy,TN,19.8,2.2
1650,HKRP3,Paddy,TN,19.82,1.8
1651,SXRP1,Paddy,TN,21.4,2.1
1652,SXRP2,Paddy,TN,21.4,1.9
1653,SXRP3,Paddy,TN,21.43,1.8
1654,YLRP1,Paddy,TN,22.57,2.2
1655,YLRP2,Paddy,TN,22.57,2.4
1656,YLRP3,Paddy,TN,22.56,2.8
1657,WZRP1,Paddy,TN,23.55,1.7
1658,WZRP2,Paddy,TN,23.55,1.9
1659,WZRP3,Paddy,TN,23.55,1.7
1660,JHRP1,Paddy,TN,25.21,2.7
1661,JHRP2,Paddy,TN,25.21,2.6
1662,JHRP3,Paddy,TN,25.21,2
1663,QYRP1,Paddy,TN,26.76,1.3
1664,QYRP2,Paddy,TN,26.76,2.6
1665,QYRP3,Paddy,TN,26.76,2.6
1666,LDRP1,Paddy,TN,27.63,3.1
1667,LDRP2,Paddy,TN,27.63,3
1668,LDRP3,Paddy,TN,27.62,2.8
1669,YiYangRP1,Paddy,TN,28.6,2.5
1670,YiYangRP2,Paddy,TN,28.44,2.7
1671,YiYangRP3,Paddy,TN,28.6,1.6
1672,HRRP1,Paddy,TN,29.51,3.2
1673,HRRP2,Paddy,TN,29.51,3.3
1674,HRRP3,Paddy,TN,29.51,2.6
1675,QJRP1,Paddy,TN,30.43,1.8
1676,QJRP2,Paddy,TN,30.39,1.6
1677,QJRP3,Paddy,TN,30.4,2
1678,XGRP1,Paddy,TN,30.94,1.4
1679,XGRP2,Paddy,TN,30.94,1.6
1680,XGRP3,Paddy,TN,30.94,1.3
1681,XYRP1,Paddy,TN,32.2,1.2
1682,XYRP2,Paddy,TN,32.2,1.5
1683,XYRP3,Paddy,TN,32.2,1.6
1684,YYRP1,Paddy,TN,35.02,1
1685,YYRP2,Paddy,TN,35.02,0.8
1686,YYRP3,Paddy,TN,35.02,0.7
1687,HDRP1,Paddy,TN,36.44,2.1
1688,HDRP2,Paddy,TN,36.45,1.2
1689,HDRP3,Paddy,TN,36.45,1.3
1690,QHDRP1,Paddy,TN,39.82,1.1
1691,QHDRP2,Paddy,TN,39.82,1.1
1692,QHDRP3,Paddy,TN,39.81,1.2
1693,PJRP1,Paddy,TN,41.24,1.2
1694,PJRP2,Paddy,TN,41.24,1.3
1695,PJRP3,Paddy,TN,41.24,1.3
1696,SYSRP1,Paddy,TN,42.02,1.6
1697,SYSRP2,Paddy,TN,42.01,1.5
1698,SYSRP3,Paddy,TN,42.01,1.4
